text,true_label,bert_prediction,bert_confidence,gpt2_explanation,gpt2_message,correct
"Except in this case they now have a video from inside the car that was released today, that shows everything that happened.   You cannot dispute all of the lawless acts that this new video clearly recorded.  The video has already debunked conspiracy theories that Finicum's vehicle was fired on at the initial stop.   It wasn't.   They did not receive gunfire until they tried to get through the roadblock further down the road.

And it also shows that the people in the vehicle were heavily armed, and were initially looking to grab their weapons.  They clearly were preparing to murder members of law enforcement.

Only idiots would protest the Federal Government while armed with handguns and assault rifles.  A person has to be incredibly stupid to do that.",1,0,0.6690434217453003,,Comment is safe,False
"trudeau can now be seen for the muppet he is , and canadians will not reelect a muppet .",1,0,0.716828465461731,,Comment is safe,False
"So, a bully is worse than an incompetent and irresponsible pathological liar or a guy who's economic sensibility wouldn't fit a thimble?",0,1,0.6561055779457092,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
and bring in billionaire and criminals !,0,1,0.6019200086593628,"it contains inappropriate content. There are better ways to express your thoughts constructively. Consider saying any of the following:
- Let me rephrase that in a more appropriate way.
- I can say that more clearly and respectfully.
- Here's a better way to express that.",,False
RT @HMSguy: Rahal's an idiot. Second time this year he's wrecked someone under yellow.,0,1,0.9617583155632019,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
Lakers are trash right now.,1,0,0.810551643371582,,Comment is safe,False
RT @BestOfNike: Nike beanies #NikePorn http://t.co/nN4Vo90htj,1,0,0.8106504678726196,,Comment is safe,False
"I have never seen any elected Republican willing to ""Work together"" with members of the Democratic party to get things accomplished that they were elected to do, represent the people who voted them into office, not just the wealthy, big corporations, or corporations. A democrat mayor Berkowitz announces Anchorage will see a $14M surplus in 2015. Some of it could be attributed to no snow.  Republicans are the only ones trying to eliminate the vote for women and minorities. There are people who can't see that Republicans are in office to further their own agenda, not the interests of the people who voted for them. Dumb and blind people are easily lead and manipulated.",1,0,0.8050364851951599,,Comment is safe,False
"Jennifer Lawrence's nudes sooooo trash. Im still smashin though, no doubt",1,0,0.6700648069381714,,Comment is safe,False
"Dementia: ""medical : a mental illness that causes someone to be unable to think clearly or to understand what is real and what is not real."" You are incapable of grasping the difference between dementia my family with Huntington's disease exhibited, and LIBERAL DEMENTIA that is incapable of grasping reality based facts. You cannot refute anything I have posted on this thread, and in shameless intellectual bankruptcy accuse me of mocking the handicapped to deflect off subject. Your dementia does not make your charge fact. It does show just how shameless you are.",1,0,0.9799847602844238,,Comment is safe,False
my mom tried to get me to buy beaner boots bc they were on sale like I'm not in a mariachi band please stop.,1,0,0.9288054704666138,,Comment is safe,False
only someone who has never smoked would say such a ridiculous statement,0,1,0.9420498013496399,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
@NicoleADietrich chug pee,0,1,0.7632167935371399,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
"lol i liked that album RT @az5950: That ""Double Up"" Album was so trash son...smh",1,0,0.795757532119751,,Comment is safe,False
How long are they going to let the fools in #Ferguson continue? Stop pussy footin' &amp; disperse them by WHATEVER means necessary!,0,1,0.9928191304206848,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
"Damn ""@JonnieSantana: It's kinda trash man RT ""@80sbaby4life: How many of you actually have had a threesome. Honestly""""",1,0,0.6950147747993469,,Comment is safe,False
"if you have the guts , and still serve i corp , meet me sometime",0,1,0.8146100044250488,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
"kap sucked behind gabbert on the 49ers , now hes the savior for the broncos ?",1,0,0.5331474542617798,,Comment is safe,False
"Wait, fer real? That went to court?! And he WON?!? For the sake of honesty! We finally made it criminal to tell the truth, and it started here. How sickening. I mean, I kinda get it, being socially shunned sucks, but not being able to inform your community about dangerous individuals sucks even worse. It would be one thing if the allegations were false, but if they're true ... well ... if you don't like the consequences maybe you shouldn't have done the deed? I mean, I made the front page of my city's newspaper for being ""different,"" on the heals of Columbine and on Mother's Day no less, and that was awkward as hell. It never even crossed my mind to accuse the newspaper of any misconduct. I was weird, apparently that was news, and they shared it. Well, fuck me then.",1,0,0.9381518959999084,,Comment is safe,False
cant believe youd publish this kind of drivel .,1,0,0.7840480208396912,,Comment is safe,False
"I like to bitch about all things government
. I am against tax and fee fund raising measures. 
On this issue I would not complain much by the tax increase.
What's wrong  increase is going to Eugene track event
Why?
I thought this event was just about the biggest there is for track and field
Where is all the media coverage I would think if it was a once in a blue moon event there would be a need for crowd control people buying and selling tickets for huge amounts of money venues in place for all the hops attending  
But rather they want the money to try to sell tickets and other needed items
But instead of being any thing that will pay for itself is just a way for a few VIPs to add to their legacy. Just look at all the sound bites and multiple quotes in SI
This little group will pass around award's among it selves for years
Years from now we'll every 4 years or so see a special under the guise of  being a sports documentary how to screw Oregon tax payers in plain site",0,1,0.79659104347229,"this person is ignorant.
Explain why this is toxic: the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
"Have you been to People's Pig on N. Williams? It's amazing, and surprisingly affordable for what you get. The place is tiny and smells like smoke, which is the way it should be.",0,1,0.590036928653717,"it contains inappropriate content. There are better ways to express your thoughts constructively. Consider saying any of the following:
- Let me rephrase that in a more appropriate way.
- I can say that more clearly and respectfully.
- Here's a better way to express that.",,False
"Pure, unfounded ignorance.  A disgrace to your profession, if you are a journalist like you say.  Shame on you.  Springsteen does nothing self indulgently - he does it for his FANS.  You're the self indulgent one in this story.",1,0,0.7673014402389526,,Comment is safe,False
Their salsa negro is awesome... @StacyMungo @Loriisright,0,1,0.8348900079727173,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
Everybody that's still on Facebook ghetto or pregnant idc.,1,0,0.5378729104995728,,Comment is safe,False
they have become lazy and irrelevant .,1,0,0.6060200929641724,,Comment is safe,False
"Liberal dementia strikes again! What I find hysterical comedy is how Bernie Sanders has gone on the Thom Hartmann program every Friday for years, and those 2 political clowns often praised the brilliance of Paul Krugman...the same Krugman who has attacked sanders time and time again as an economic fool. Now, while the democrats are fiercely split, and the dem hierarchy is trying to take down Sanders to install team Billary, professionals at shaking down Wall Street for $$$...this political clown wants to talk about the GOP. Paul Krugman, the master economist (sic) has never risked his own money running a business and is clueless what it takes to make payroll. The only thing this political clown as ever ran is his mouth, and frankly be sucks at that too.",1,0,0.6928606629371643,,Comment is safe,False
RT @McNarstle: @CzickenShack I go on Drudge Report every day now hoping to see a story about your tranny army,0,1,0.5307337641716003,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
"In the all too true lyrics of Bob Dylan,
                                                 In Patterson
                                                     that's just the way it goes.
                                                        If your black 
                                                           Ya better not show
                                                           Up on the street
                                                                 Lest ya wanna draw the heat.",1,0,0.7807721495628357,,Comment is safe,False
"@IAmPikey 
I wonders why dare ain't no colored folk up dare?",0,1,0.5781954526901245,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
NEVER TRUST  RUSSIAN !,1,0,0.966528594493866,,Comment is safe,False
When did it become cool to ne stupid? This teabagger debate is slim on facts at best.,0,1,0.9715002179145813,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
They later came out and said they had counted cards from Hillary supporters who had left early and she ended up with 86 votes.  What a screw up.,1,0,0.5902250409126282,,Comment is safe,False
He's a pretty damn good actor. But as a gay man it's awesome to see an openly queer actor given the lead role for a major superhero film.,0,1,0.7149466276168823,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
"Gosh, who on earth would do such a thing ? No one in particular comes to mind. Pissed off Baptists ?",0,1,0.6359930038452148,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
"@LinzBella 
You date colored men?",0,1,0.6079214811325073,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
I take it Notre Dame is still trash. http://t.co/fRTMYhu7bl,1,0,0.8742292523384094,,Comment is safe,False
"Residence in our local county hoosegow will be quite educational for Bundy and his troops.  There, they will meet lots of interesting people.  We got black gangstas, and brown gangstas, methheads and assorted other felons.",1,0,0.9176246523857117,,Comment is safe,False
"garycrum is a regular in this forum, spewing his typical lies, arrogance, and hypocrisy, all of which is uncivil and not conducive to an adult conversation ... you call it toxic verbal sludge, and that's good, although I've always called it transcribed flatulence.",1,0,0.9273213148117065,,Comment is safe,False
"It happens AGAIN!! Black pack beats ""whitey."" This should make national news. http://t.co/izKoA2Xb",1,0,0.638096272945404,,Comment is safe,False
I've gone there for 30 years and was born and raised in Portland. I would love to know how many people that have an opinion on this really speak for the Real Oregonians. Because we wouldn't have a housing problem if you all moved back where you came from. You've left some trashy city and brought your problems with you.,1,0,0.9937983155250549,,Comment is safe,False
"Sounds like the police handled this situation well. There are countless and routine scenarios across America where if a black man answered the door with such a gun, even sober and not threatening and even without a gun, that it would not end so well. This is what white privilege (and gun insanity) looks like.",1,0,0.9104302525520325,,Comment is safe,False
"No. No.  That's not the way it works.  

There were no 'losers'.  ""neither side in the dispute admits any wrongdoing.""  See. nobody 'lost' and nobody 'won'.  

The taxpayers pay her $80,000 plus another $63,334 in a separate check  and then the taxpayers of Eugene get to pay the $71,000 for her attorney and then they get to pay the firm hired by the City $215,000.  They are already paying the regular attorneys who are supposed to represent the City so that doesn't even count.  

See.  Nobody 'won' nobody 'lost'.  

Well, I guess that the $429, 334 could have been used for something else, but it had already been extracted from the City taxpayers and put into that 'special fund' to pay for City negligence and stupidity; the taxpayers were never going to see it again for any other purpose.",1,0,0.9634296298027039,,Comment is safe,False
dude you are messed up,0,1,0.8018706440925598,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
he's making fun of me cause I'm worried about the bird and he saying he's not surprised because I don't like splitting poles lol ugh jerk,0,1,0.6343089938163757,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
for instance anyone who believes in the tenants of their organization cult worship are mentally ill .,1,0,0.525696873664856,,Comment is safe,False
stop 'n you aint even n it lls sykeee,0,1,0.6321596503257751,"it contains inappropriate content. There are better ways to express your thoughts constructively. Consider saying any of the following:
- Let me rephrase that in a more appropriate way.
- I can say that more clearly and respectfully.
- Here's a better way to express that.",,False
RT @RWSurferGirl: Toss 'em out of office? Or just throw 'em in the trash? #trashbucketchallenge has politicians on the run at... https://t.&#8230;,1,0,0.8296064734458923,,Comment is safe,False
I strongly disagree. Many confuse disagreement with the word troll.,1,0,0.5263208746910095,,Comment is safe,False
"If you can't have a little knuckle-dragging, name-calling, and fist fighting in the comments sections, then how are we going to get the lipstick on the pig!",0,1,0.6702320575714111,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
"""Uh-uh, what do we have? Your empty heart, my empty bottle, a yellow cab.. That you would like to catch cuz yo latest ex made u mad..",1,0,0.6965516805648804,,Comment is safe,False
RT @NoelleonFOX7: Protestors rally to support teen facing life sentence in pot brownie case http://t.co/TXXnmbpOoA&#8221;wtf smh not for a brownie,1,0,0.9261326789855957,,Comment is safe,False
stupid teacher talks to @RandyMower like he's retarded,0,1,0.9634881615638733,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
"RT @dril: ah, i can smell it,. its just about ready. *opens the oven up and pulls out a sshitty burnt up ritz cracker* my perfect boy's lu&#8230;",1,0,0.9077452421188354,,Comment is safe,False
"You know, you just can’t make this stuff up!

Hillary barking like a dog.",1,0,0.9251648187637329,,Comment is safe,False
Legion of jig &#128557;&#128557;&#128557;,0,1,0.6690550446510315,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
@Police_TactGear Article is flawed. Took my first CHP with BRPD. Was well done. Even had 2 ghetto gals with a jammy Hi-purnt 9 but well done,1,0,0.8161699771881104,,Comment is safe,False
"When you want complete diversity in hatred, bigotry, xenophobia, misogyny, and
racism - vote for the little king, Donald Trump. You can be assured no one escapes his version of ""diversity"".",1,0,0.9621107578277588,,Comment is safe,False
@Torn_Rose republican teabaggers should be jailed for treason.....,0,1,0.6340817809104919,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
"RT @PoisonedKissx3: This white boy reached 999 in flappy bird, im so done with life...",1,0,0.6700112819671631,,Comment is safe,False
"RT @mitch77c: Whatchu know bout livin in the ghetto, eating cottage cheese 3 times a day. Lil salt Lil peppa lil A1, Lil barbeeequeee @Ueon&#8230;",1,0,0.543613076210022,,Comment is safe,False
"It has nothing to do with being smart or stupid, any person who takes it for a period of time becomes a slave to morphine. Our bodies turn all narcs into morphine. People were told lies for decades, that if they had real pain they could not become addicted, that only 1% of people given narcotics in hospitals became addicted and that only those with ""addictive personalities"" became addicted, all of that is false but people thought drug companies and doctors not only knew what they were talking about but were required to have the best interests of the people by the FDA and CDC, none of that was true. Most of the heroin addicts are refuges from the medical system which should have taught them the things they need to know to treat pain, but that takes time and time is money. It took me years of research to put together a plan for my chronic pain that works but most people go to doctors instead.",0,1,0.5943326950073242,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
"I worked in Salem for 12 1/2 years as a State of Oregon employee; trust me, I know Pigs when I see them!   Many of them wear purple and gold.",0,1,0.5174561738967896,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
@blastmccurdy in your dreams little leprechaun hemroid,1,0,0.5384267568588257,,Comment is safe,False
We who are Not Freaks Also have the RIGHT to  a life without dealing with this nations agenda.,0,1,0.8863369226455688,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
I need to get away from this madness.,0,1,0.6448768377304077,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
Sounds like you live a sadly paranoid life.,0,1,0.5285873413085938,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
RT @BamberDelver: Lees hoe een gepeste jongen zich probeert te verdedigen. Ingezonden brief Volkskrant. #pesten @AcademieMm http://t.co/aoD&#8230;,1,0,0.724606454372406,,Comment is safe,False
execute him before he hurts anybody .,0,1,0.5984737277030945,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
you position is pure hypocrisy .,0,1,0.5680744051933289,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
"Yea, we really need this law because I'm sure gay people throughout Alaska are clamoring to be married by hate-filled homophobic religious extremists...not!",1,0,0.6896138787269592,,Comment is safe,False
@Herman_NYRBlog he's am has no clue #heeb,1,0,0.7867398858070374,,Comment is safe,False
"You are forgetting that Irish car bombs affected Caucasian people.  You don't get as much hipster / activist cred from ""protesting"" such things as you do ""protesting"" things that relate to (at least in your mind) non-whites.",1,0,0.9049621224403381,,Comment is safe,False
RT @HighSchoolSuckz: i am that horrible friend who reads your text then puts the phone down to do something and forgets to reply until 4 ho&#8230;,0,1,0.8803763389587402,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
